,id,population_mean,region,district,year
8651,878804794,4,43,505030,2020
15529,878829746,9,43,505030,2020
25960,878902520,0,43,505030,2020
29748,878798359,-5,43,505030,2020
36872,878733252,5,43,505030,2020
43309,878787768,-5,43,505030,2020
48847,878792116,229,43,505030,2020
4053,831487206,17,43,505081,2019
7084,831402823,36,43,505081,2019
13951,831390173,36,43,505081,2019
25559,831444874,1,43,505081,2019
32144,831444876,1,43,505081,2019
38238,831444873,18,43,505081,2019
39573,831393391,0,43,505081,2019
49868,831487209,1800,43,505081,2019
3310,878786044,28,43,505081,2020
9003,878829750,32,43,505081,2020
15530,878829751,46,43,505081,2020
22146,878791738,-8,43,505081,2020
32191,878878307,-22,43,505081,2020
38705,878878306,20,43,505081,2020
42412,878795167,-14,43,505081,2020
48573,878790591,1785,43,505081,2020
1694,831390741,1,43,505099,2019
10051,831501305,6,43,505099,2019
15023,831388853,10,43,505099,2019
23490,831416462,6,43,505099,2019
30912,831479791,2,43,505099,2019
33739,831365563,7,43,505099,2019
43202,831416464,-4,43,505099,2019
49690,831416467,202,43,505099,2019
3519,878798335,3,43,505099,2020
10847,878784373,1,43,505099,2020
19416,878902525,0,43,505099,2020
25593,878878309,-2,43,505099,2020
28439,878805620,-1,43,505099,2020
37141,878733267,1,43,505099,2020
43654,878800184,1,43,505099,2020
52193,878902527,203,43,505099,2020
4054,831487219,20,43,505111,2019
9736,831508702,54,43,505111,2019
19016,831444889,50,43,505111,2019
25668,831423616,2,43,505111,2019
27426,831396286,6,43,505111,2019
38354,831423615,22,43,505111,2019
39983,831392325,4,43,505111,2019
51899,831423617,1623,43,505111,2019
2616,878783648,31,43,505111,2020
10190,878788922,34,43,505111,2020
16027,878790773,29,43,505111,2020
25594,878878311,-15,43,505111,2020
27834,878854026,-10,43,505111,2020
39078,878902528,16,43,505111,2020
41023,878854025,5,43,505111,2020
50658,878786861,1624,43,505111,2020
1648,831404745,12,43,505145,2019
10300,831460233,42,43,505145,2019
13823,831399055,54,43,505145,2019
19701,831394076,1,43,505145,2019
27730,831387256,-11,43,505145,2019
35469,831502889,13,43,505145,2019
44545,831439115,-12,43,505145,2019
46463,831405619,1642,43,505145,2019
4327,878798169,16,43,505145,2020
12843,878902533,39,43,505145,2020
16612,878794018,49,43,505145,2020
21912,878805626,-5,43,505145,2020
28440,878805627,-15,43,505145,2020
37142,878733281,11,43,505145,2020
41024,878854030,-10,43,505145,2020
46184,878829765,1634,43,505145,2020
2624,831390841,38,43,505161,2019
8822,831394566,89,43,505161,2019
14728,831398536,82,43,505161,2019
23937,831465885,3,43,505161,2019
31074,831487244,10,43,505161,2019
33376,831380811,41,43,505161,2019
43617,831465886,7,43,505161,2019
46816,831400710,3515,43,505161,2019
5942,878878321,37,43,505161,2020
9089,878796097,83,43,505161,2020
16972,878803409,62,43,505161,2020
21913,878805629,-2,43,505161,2020
32536,878902537,19,43,505161,2020
39079,878902535,35,43,505161,2020
42091,878786243,21,43,505161,2020
49809,878787346,3522,43,505161,2020
4314,831465888,160,43,505188,2019
6848,831398928,297,43,505188,2019
14260,831399855,329,43,505188,2019
25818,831487249,-23,43,505188,2019
30562,831465889,-55,43,505188,2019
33377,831380816,137,43,505188,2019
45335,831423647,-32,43,505188,2019
47388,831387680,13469,43,505188,2019
6037,878878325,189,43,505188,2020
12572,878878326,238,43,505188,2020
19158,878878327,249,43,505188,2020
22187,878795091,-41,43,505188,2020
26502,878829770,-52,43,505188,2020
39080,878902538,148,43,505188,2020
41025,878854037,-11,43,505188,2020
51943,878878328,13450,43,505188,2020
6173,831487251,17,43,505218,2019
12580,831423649,28,43,505218,2019
19270,831487254,48,43,505218,2019
25731,831444919,-4,43,505218,2019
32397,831423651,-24,43,505218,2019
38357,831423648,13,43,505218,2019
45515,831423650,-20,43,505218,2019
48065,831405532,1635,43,505218,2019
3750,878795522,23,43,505218,2020
8189,878854040,38,43,505218,2020
16063,878793490,38,43,505218,2020
19938,878829772,-4,43,505218,2020
27835,878854041,-4,43,505218,2020
39081,878902542,19,43,505218,2020
39632,878829774,0,43,505218,2020
52142,878878333,1621,43,505218,2020
2684,831396837,14,43,505269,2019
12739,831423654,37,43,505269,2019
13639,831397107,29,43,505269,2019
19955,831397856,1,43,505269,2019
32398,831423655,9,43,505269,2019
33508,831380832,15,43,505269,2019
39565,831395013,8,43,505269,2019
49070,831508737,1285,43,505269,2019
1618,878854043,16,43,505269,2020
8323,878854045,52,43,505269,2020
19372,878878334,21,43,505269,2020
20190,878805638,2,43,505269,2020
27964,878854048,33,43,505269,2020
32935,878829777,18,43,505269,2020
43564,878802480,31,43,505269,2020
46433,878805641,1303,43,505269,2020
2574,831405122,22,43,505293,2019
10800,831465901,21,43,505293,2019
13725,831405593,29,43,505293,2019
23553,831444932,1,43,505293,2019
29458,831508742,-7,43,505293,2019
33510,831380846,23,43,505293,2019
45516,831423662,-8,43,505293,2019
46443,831401307,1883,43,505293,2019
3850,878788932,20,43,505293,2020
7866,878829784,29,43,505293,2020
14416,878829786,40,43,505293,2020
21423,878854052,-2,43,505293,2020
31163,878902552,-13,43,505293,2020
33168,878805642,18,43,505293,2020
42547,878796144,-11,43,505293,2020
50837,878902553,1881,43,505293,2020
3956,831444934,13,43,505366,2019
10801,831465903,83,43,505366,2019
13585,831393870,52,43,505366,2019
21709,831388669,6,43,505366,2019
27378,831390502,37,43,505366,2019
33507,831380853,19,43,505366,2019
45477,831487263,31,43,505366,2019
49757,831444936,1672,43,505366,2019
6255,878878335,20,43,505366,2020
7098,878805647,92,43,505366,2020
19373,878878337,40,43,505366,2020
25917,878878336,3,43,505366,2020
30694,878787843,55,43,505366,2020
37445,878733331,23,43,505366,2020
39890,878805649,52,43,505366,2020
46434,878805652,1728,43,505366,2020
5711,831481311,0,43,505391,2019
7509,831417945,12,43,505391,2019
16755,831460198,18,43,505391,2019
20367,831400909,2,43,505391,2019
26338,831398398,-4,43,505391,2019
35939,831460196,2,43,505391,2019
42421,831502848,-6,43,505391,2019
48934,831502849,355,43,505391,2019
1305,878829796,7,43,505391,2020
10471,878791488,13,43,505391,2020
17771,878796793,10,43,505391,2020
20332,878805654,-4,43,505391,2020
28236,878854061,-1,43,505391,2020
33169,878805653,3,43,505391,2020
43733,878785160,3,43,505391,2020
52143,878878339,354,43,505391,2020
1888,831389371,17,43,505501,2019
8259,831388338,52,43,505501,2019
17038,831444941,30,43,505501,2019
23554,831444938,-7,43,505501,2019
28222,831405383,15,43,505501,2019
36589,831465904,10,43,505501,2019
43252,831444942,22,43,505501,2019
49756,831444943,1444,43,505501,2019
6256,878878340,21,43,505501,2020
12784,878878341,30,43,505501,2020
18024,878902561,34,43,505501,2020
20958,878829802,-3,43,505501,2020
31164,878902562,-7,43,505501,2020
37442,878733347,18,43,505501,2020
40663,878829805,-4,43,505501,2020
46561,878805656,1458,43,505501,2020
1471,831404024,2,43,505528,2019
8196,831404776,8,43,505528,2019
15807,831414261,6,43,505528,2019
24948,831456482,0,43,505528,2019
26760,831403452,2,43,505528,2019
33577,831360906,2,43,505528,2019
43885,831435223,2,43,505528,2019
51209,831477491,335,43,505528,2019
674,878805658,6,43,505528,2020
8744,878854064,8,43,505528,2020
18025,878902567,15,43,505528,2020
24594,878902566,-4,43,505528,2020
28376,878854066,-11,43,505528,2020
37734,878902565,2,43,505528,2020
44176,878786485,-7,43,505528,2020
47196,878829806,324,43,505528,2020
5053,831423669,128,43,505587,2019
10802,831465905,225,43,505587,2019
17412,831465907,261,43,505587,2019
23555,831444945,-25,43,505587,2019
26455,831392560,-61,43,505587,2019
37366,831423668,103,43,505587,2019
41287,831401211,-36,43,505587,2019
52029,831487272,11373,43,505587,2019
1306,878829807,142,43,505587,2020
8745,878854069,217,43,505587,2020
13817,878805663,252,43,505587,2020
20333,878805661,-19,43,505587,2020
32591,878878347,-54,43,505587,2020
33323,878805660,123,43,505587,2020
44146,878804215,-35,43,505587,2020
50838,878902575,11297,43,505587,2020
3957,831444948,31,43,505609,2019
9904,831508760,191,43,505609,2019
15250,831403360,83,43,505609,2019
23939,831465913,1,43,505609,2019
30185,831444953,109,43,505609,2019
33925,831380878,32,43,505609,2019
43253,831444952,108,43,505609,2019
50161,831465914,3441,43,505609,2019
4988,878902577,40,43,505609,2020
12913,878878350,107,43,505609,2020
13818,878805665,81,43,505609,2020
22738,878791074,-6,43,505609,2020
26916,878805667,20,43,505609,2020
36610,878733378,34,43,505609,2020
40034,878805666,26,43,505609,2020
47334,878829813,3509,43,505609,2020
1919,831392446,24,43,505650,2019
10421,831444955,106,43,505650,2019
17413,831465917,52,43,505650,2019
23940,831465916,5,43,505650,2019
30563,831465919,59,43,505650,2019
35693,831508762,29,43,505650,2019
40101,831401514,54,43,505650,2019
46235,831399783,2962,43,505650,2019
3303,878787688,21,43,505650,2020
11175,878787148,84,43,505650,2020
17141,878784596,47,43,505650,2020
20334,878805668,3,43,505650,2020
30910,878793419,40,43,505650,2020
36611,878733387,24,43,505650,2020
45706,878878356,37,43,505650,2020
50116,878791209,2996,43,505650,2020
3424,831508765,11,43,505668,2019
6575,831390116,19,43,505668,2019
14107,831403716,31,43,505668,2019
23556,831444958,1,43,505668,2019
32368,831487282,-11,43,505668,2019
33926,831380894,12,43,505668,2019
43618,831465921,-12,43,505668,2019
49231,831508767,1362,43,505668,2019
1437,878829819,16,43,505668,2020
7248,878805671,29,43,505668,2020
18116,878902585,26,43,505668,2020
24685,878902583,-1,43,505668,2020
26917,878805672,2,43,505668,2020
34121,878829818,15,43,505668,2020
44437,878902586,3,43,505668,2020
48149,878854080,1354,43,505668,2020
69,831398734,9,43,505781,2019
8737,831408691,43,43,505781,2019
17011,831429575,32,43,505781,2019
21133,831387250,-3,43,505781,2019
27480,831400990,8,43,505781,2019
39314,831348989,6,43,505781,2019
40095,831400203,11,43,505781,2019
50299,831450872,878,43,505781,2019
675,878805675,8,43,505781,2020
8008,878829825,66,43,505781,2020
15284,878854083,27,43,505781,2020
24281,878792030,5,43,505781,2020
30521,878802535,44,43,505781,2020
33324,878805674,13,43,505781,2020
40035,878805677,39,43,505781,2020
52244,878878362,887,43,505781,2020
899,831402549,5,43,505862,2019
8308,831400849,5,43,505862,2019
13626,831398880,12,43,505862,2019
20685,831393471,-3,43,505862,2019
32369,831487297,-10,43,505862,2019
35745,831508776,2,43,505862,2019
44127,831465938,-7,43,505862,2019
52030,831487299,462,43,505862,2019
676,878805680,0,43,505862,2020
9243,878798677,6,43,505862,2020
14553,878829826,16,43,505862,2020
24686,878902593,8,43,505862,2020
28377,878854089,-2,43,505862,2020
39135,878878363,8,43,505862,2020
44438,878902594,-10,43,505862,2020
50409,878792327,448,43,505862,2020
3473,831490212,628,43,505927,2019
7461,831402113,1025,43,505927,2019
16556,831490213,1177,43,505927,2019
24586,831447861,-36,43,505927,2019
26946,831403690,-188,43,505927,2019
33135,831386893,592,43,505927,2019
40321,831387232,-152,43,505927,2019
49896,831426503,56525,43,505927,2019
2181,878854094,712,43,505927,2020
8746,878854096,843,43,505927,2020
15771,878791029,1137,43,505927,2020
22198,878793457,-160,43,505927,2020
32592,878878367,-454,43,505927,2020
34915,878854093,552,43,505927,2020
40828,878829829,-294,43,505927,2020
50946,878902602,56197,43,505927,2020
368,831400387,20,43,506192,2019
10999,831468568,25,43,506192,2019
16073,831511538,29,43,506192,2019
20409,831403693,-1,43,506192,2019
29072,831490060,-5,43,506192,2019
33533,831386574,19,43,506192,2019
40587,831397548,-4,43,506192,2019
50688,831468571,1776,43,506192,2019
2182,878854098,22,43,506192,2020
7249,878805687,20,43,506192,2020
18117,878902605,29,43,506192,2020
21862,878854099,5,43,506192,2020
28815,878804498,-4,43,506192,2020
34122,878829831,27,43,506192,2020
41626,878854100,-9,43,506192,2020
47335,878829835,1786,43,506192,2020
140,831396629,47,43,506214,2019
9481,831511540,95,43,506214,2019
17926,831468572,64,43,506214,2019
20750,831401325,-10,43,506214,2019
29073,831490064,21,43,506214,2019
33534,831386580,37,43,506214,2019
44138,831468573,31,43,506214,2019
48796,831511543,4490,43,506214,2019
3733,878793756,51,43,506214,2020
8009,878829839,67,43,506214,2020
13819,878805691,68,43,506214,2020
24252,878788859,-3,43,506214,2020
29030,878795108,-4,43,506214,2020
36876,878733434,48,43,506214,2020
44184,878792765,-1,43,506214,2020
48636,878802697,4513,43,506214,2020
1553,831389594,9,43,506320,2019
9369,831490072,34,43,506320,2019
14377,831393188,33,43,506320,2019
24710,831426362,3,43,506320,2019
29242,831511553,4,43,506320,2019
33535,831386601,12,43,506320,2019
42334,831511552,1,43,506320,2019
48687,831490074,1502,43,506320,2019
3852,878789238,17,43,506320,2020
9246,878799973,55,43,506320,2020
15285,878854105,38,43,506320,2020
20335,878805693,-1,43,506320,2020
29184,878799007,16,43,506320,2020
34916,878854104,16,43,506320,2020
44743,878902613,17,43,506320,2020
46562,878805695,1500,43,506320,2020
2276,831393577,17,43,506451,2019
6755,831404908,15,43,506451,2019
18082,831468589,33,43,506451,2019
21052,831401811,2,43,506451,2019
31256,831426368,-16,43,506451,2019
33941,831386608,19,43,506451,2019
39717,831405188,-18,43,506451,2019
46723,831388550,1383,43,506451,2019
1120,878805699,17,43,506451,2020
7671,878805702,39,43,506451,2020
19465,878878376,26,43,506451,2020
26012,878878375,-4,43,506451,2020
28378,878854107,9,43,506451,2020
33325,878805698,13,43,506451,2020
42086,878786225,13,43,506451,2020
52245,878878377,1382,43,506451,2020
4991,831468592,46,43,506460,2019
9370,831490077,94,43,506460,2019
14551,831395398,63,43,506460,2019
24635,831468594,-21,43,506460,2019
32463,831447719,10,43,506460,2019
38584,831447717,25,43,506460,2019
40213,831396147,31,43,506460,2019
47434,831392945,2926,43,506460,2019
3384,878799064,44,43,506460,2020
10541,878803126,77,43,506460,2020
15286,878854109,62,43,506460,2020
23641,878800459,-21,43,506460,2020
29168,878793491,-6,43,506460,2020
34554,878829852,23,43,506460,2020
41255,878829853,15,43,506460,2020
52246,878878379,2912,43,506460,2020
6088,831434505,2,43,506486,2019
7641,831402844,5,43,506486,2019
13482,831400678,8,43,506486,2019
20784,831413565,0,43,506486,2019
32285,831434507,-3,43,506486,2019
34709,831359345,2,43,506486,2019
41791,831387651,-3,43,506486,2019
49246,831498266,249,43,506486,2019
1121,878805712,4,43,506486,2020
11882,878902623,9,43,506486,2020
14960,878829858,9,43,506486,2020
21863,878854111,1,43,506486,2020
31605,878902625,1,43,506486,2020
38173,878902621,5,43,506486,2020
42632,878792866,0,43,506486,2020
50085,878788089,249,43,506486,2020
5691,831476817,3,43,506494,2019
9159,831391343,16,43,506494,2019
14265,831402853,11,43,506494,2019
20736,831399869,-1,43,506494,2019
27714,831413651,4,43,506494,2019
36924,831455851,2,43,506494,2019
43888,831434598,5,43,506494,2019
48393,831392530,339,43,506494,2019
4612,878794153,1,43,506494,2020
9683,878798290,8,43,506494,2020
17777,878795050,12,43,506494,2020
26013,878878382,0,43,506494,2020
28046,878829864,-4,43,506494,2020
38174,878902626,1,43,506494,2020
44744,878902629,-4,43,506494,2020
47775,878829865,336,43,506494,2020
2396,831395695,2,43,506621,2019
7696,831413579,9,43,506621,2019
17063,831455777,3,43,506621,2019
25022,831476736,0,43,506621,2019
27240,831399233,6,43,506621,2019
36233,831455776,2,43,506621,2019
39479,831399940,6,43,506621,2019
49786,831455778,172,43,506621,2019
1122,878805722,2,43,506621,2020
9308,878792801,1,43,506621,2020
16911,878795982,5,43,506621,2020
25009,878902634,0,43,506621,2020
30760,878791559,-4,43,506621,2020
34555,878829867,2,43,506621,2020
41627,878854116,-4,43,506621,2020
52247,878878386,176,43,506621,2020
332,831400648,2,43,506664,2019
9072,831395811,8,43,506664,2019
19213,831455388,15,43,506664,2019
23317,831476306,0,43,506664,2019
32314,831455389,-7,43,506664,2019
34397,831358581,2,43,506664,2019
43021,831476308,-7,43,506664,2019
48592,831497876,263,43,506664,2019
1123,878805726,1,43,506664,2020
9794,878791669,4,43,506664,2020
14961,878829874,7,43,506664,2020
21864,878854119,2,43,506664,2020
27351,878805730,-1,43,506664,2020
33782,878805725,3,43,506664,2020
41256,878829875,-3,43,506664,2020
52248,878878387,255,43,506664,2020
2281,831393603,1,43,506699,2019
9945,831506781,12,43,506699,2019
17978,831421773,9,43,506699,2019
24904,831442995,2,43,506699,2019
28512,831401456,5,43,506699,2019
36658,831421771,3,43,506699,2019
42746,831506782,3,43,506699,2019
50744,831421775,369,43,506699,2019
3413,878804312,4,43,506699,2020
11883,878902640,16,43,506699,2020
17526,878799142,8,43,506699,2020
21520,878829877,2,43,506699,2020
29122,878790802,10,43,506699,2020
33783,878805731,6,43,506699,2020
45707,878878389,8,43,506699,2020
47012,878805733,366,43,506699,2020
1102,831400465,48,43,506702,2019
12804,831447741,86,43,506702,2019
18085,831468615,74,43,506702,2019
20468,831390202,-17,43,506702,2019
31188,831468616,-5,43,506702,2019
38585,831447739,31,43,506702,2019
41371,831404586,12,43,506702,2019
48855,831511584,4049,43,506702,2019
4204,878804571,44,43,506702,2020
6907,878854127,79,43,506702,2020
14239,878805736,63,43,506702,2020
